Select a state/territory:,Select a county:,How dry or wet is it?,How much experience do you have with conditions there?,How many times in the past have you seen it like this?,Other,When was it like this in the past?,When was it most recently like this?,How localized or widespread are the conditions you are reporting?,How are crop conditions at this time?,Planting Status,Harvest Status,How are range conditions at this time?,Generator issues,Other,Description and/or caption information,photo_exists,Form Version,What is the date?,Crop production,Other crop production impact,Livestock production,Other,Municipal water supply,Other,Community hydropower,Public and community health,Other,Household,Other,Recreation or tourism,Other,Report other business or industry impact,Other,Fire,Fire - Other,Forestry,Forestry - Other,Wildlife habitat,Wildlife habitat - Other,Freshwater fish,Freshwater fish - Other,Spawning fish,Spawning fish - Other,Display Name,Conditions are normal or wet,x,y
Alabama,Henry,Severely Dry,20 or more years,Other,"1990,2000,2010, 2023 all had serious drought ",,,Widespread in state but severe in southeast Alabama ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,Second dry year in a row for us.  Pasture never recovered from last fall and had very little rainfall this year.  Cattle weight off and stressed.  We are feeding hay since September.   Cotton seed also.  Cattle stressed from hot dry conditions.  Also increasing parasite pressure from flies and  internal parasites from grazing so close.    ,1,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,mortality,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-85.35121719982259,31.331824048472043
Alabama,Monroe,Severely Dry,less than 5 years,Once,,2015,,County wide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-87.61093907638195,31.296978063548877
Alabama,Marshall,Severely Dry,20 or more years,Never,,,,entire county,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,I expect trees will die.,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,,,,,,,,,Paul Abrahams,,-86.25961698883197,34.19665998508998
Alabama,Hale,Moderately Dry,10-20 years,Twice or more,,,2021,"very widespread, not localized",,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,HowellFarm,,-87.59549999999994,32.70415000000003
Alabama,Pickens,Severely Dry,20 or more years,Once,,2000,,widespread,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"plant_stress,erosion,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"reduced_outdoor_water_use,reduced_indoor_water_use,increased_lawn_landscape_watering,dry_lawn",,,,,,burn_or_fireworks_bans,,,,"wildlife_foraging_near_people,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change",,,,ALrancherPC,,-88.05512902701977,33.316268000433325
Alabama,Elmore,Moderately Dry,5-10 years,Twice or more,,,2016,The entire county ,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.38743661021543,32.61109315786578
Alabama,Pickens,Severely Dry,20 or more years,Once,,2000,,widespread,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,insect_infestation,plant_stress,erosion,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,moving_pumps_intakes,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less,stress",,"reduced_outdoor_water_use,increased_lawn_landscape_watering,dry_lawn",,,,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,leaf_drop_or_sparse_canopy,change_in_fruit_nut_berry_production",,"less_water,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,water_quality_change",,,,Rancherwife@35481,,-88.02802103014106,33.33992001290429
Alabama,Cherokee,Severely Dry,20 or more years,Twice or more,,,2016,"V.ery Dry on my farm in Cherokee Co, l Al,  Using county water to feed half of my livestock(cow.   Began to feed hay this week. ) .  ",,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.69851855207513,34.101845864776074
Alabama,Henry,Moderately Dry,5-10 years,Once,,2019,,All of southeast Alabama is experiencing dry conditions. 1” of reported rainfall in last 10-12 weeks. ,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.2303438168494,31.55737862986347
Alabama,Tuscaloosa,Severely Dry,20 or more years,Once,,,,All my property is experiencing this level of drought. ,poor,,earlier_than_normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Pastures dried up. Reduced hay crop. Having to start feeding hay much earlier in the fall. ,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"reduced_outdoor_water_use,increased_lawn_landscape_watering,dry_lawn,increased_power_bill",,,,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,dead_trees,more_pests_diseases",,"less_food,less_water,wildlife_foraging_near_people",,"less_water,reduced_streamflow",,,,,,-87.79185932235796,33.376782193908504
Alabama,Winston,Severely Dry,10-20 years,Twice or more,,,2016,They are wide spread throughout winston county Alabama ,,,,null,,,All pastures are dead pond is about 2 3 foot low the creek is dried up having to haul water for cattle and feeding hay and feed to keep cattle healthy ,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Desiderio cattle company ,,-87.66508719999852,34.874288499999416
Alabama,Jackson,Severely Dry,less than 5 years,Never,,,,"Statewide conditions, all counties surrounding our county have been impacted severely.",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,"reduced_outdoor_water_use,dry_lawn",,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,,,"less_water,reduced_streamflow,warmer_water_temperatures",,,,RBrewton,,-85.68764198230997,34.75027088408644
Alabama,Dale,Severely Dry,20 or more years,Other,Several times ,,,Local extreme conditions and surrounding counties.  Four wells quit pumping and pasture and field conditions to include hay crop.,very_poor,,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc,other",Less than 2” rain since July 4th,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,"low_or_dry_well,hauling_water",,,"garden_needs_more_water_or_yields_less,stress",,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn,increased_power_bill,low_or_dry_well",,,,"reduced_sales,reduced_production_due_to_lack_water",,burn_or_fireworks_bans,,"dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,dead_trees",,"less_food,less_water,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_food,less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change,fish_disease_or_mortality",,,,,,-85.63830388972457,31.29237073714522
Alabama,Tuscaloosa,Severely Dry,20 or more years,Once,,2016,,Widespread ,very_poor,normal,earlier_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"less_water_for_irrigation,reduced_yield,plant_stress,less_water_in_ponds_creeks_etc,other",Livestock stress ,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn,cracked_foundation,increased_power_bill",,,,,,"more_fire_risk,burn_or_fireworks_bans",,"no_new_season_growth_no_new_buds,leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,dead_trees,more_pests_diseases",,,,,,,,,,-87.4152224214429,33.191296525026964
Alabama,Wilcox,Severely Dry,20 or more years,Never,,,,Widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress,less_water_in_ponds_creeks_etc,hauled_water",,,,,,,,,,,,,,,,,,,,,,,Brian Luker,,-87.57773999999995,31.99133000000006
Alabama,,Moderately Dry,20 or more years,Once,,2007,,Several states in the southeast,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"I usually practice rotational grazing on my pastures. However, since it has not rained in so long, there has been no forage regrowth. I had to start feeding hay 2 months earlier than usual along with additional supplements to try and keep our cows body condition score up. We have sold several cows and have had more cow mortalities on our farm this year than the previous 5 years combined.",0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,BlackOak87,,-87.24673897365422,32.93316200977804
Alabama,Monroe,Severely Dry,20 or more years,Never,,,,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-87.30342124952288,31.509521243858867
Alabama,Lauderdale,Severely Dry,10-20 years,Once,,,,Widespread across the area. ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc,hauled_water",,,,,,,,,,,,,,,,,,,,,,,,,-87.26115400309727,34.87648698262707
Alabama,Clarke,Moderately Dry,20 or more years,Twice or more,,,2000,Widespread,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.77664999999996,31.709680000000045
Alabama,,Severely Dry,20 or more years,null,,,,At least county wide.,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,purchased_hay,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,dead_trees,more_pests_diseases",,"less_food,less_water,wildlife_foraging_near_people,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow",,,,Riverview,,-86.53371081735091,31.41157727827658
Alabama,Blount,Moderately Dry,20 or more years,Twice or more,,,2016,widespread - the entire state and SE,,,,Fair - Pastures are providing generally adequate feed but still less than normal for the time of year.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants",,,,,,,"reduced_outdoor_water_use,dry_lawn",,,,,,,,,,,,,,,,,,-86.81387201268873,33.8845050027056
Alabama,Dallas,Severely Dry,20 or more years,Twice or more,,,2016,Very widespread,very_poor,later_than_normal,earlier_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,plant_stress,increased_irrigation,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,"more_fires_than_usual,more_intense_fires,more_fire_risk",,,,,,,,,,,,-87.2446321417444,32.41067124067981
Alabama,Hale,Moderately Dry,20 or more years,Twice or more,,,2007,,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.5837787942416,32.69874672078188
Alabama,Jackson,Severely Dry,20 or more years,Once,,,,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-85.96218599999855,34.8091609999994
Alabama,Mobile,Severely Dry,5-10 years,Never,,,,,,later_than_normal,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc",,voluntary_conservation,,,,,dry_lawn,,,,,,more_fire_risk,,,,,,,,,,Anderson Farms,,-88.3467943999985,30.932582199999462
Alabama,Marion,Severely Dry,20 or more years,Twice or more,,,2017,Marion county is split between severe to extreme drought conditions. Most of the stat ranges from moderate to extreme drought conditions with a small portion in east-central Alabama being only moderately dry.,,,,null,,,Ponds and streams are dried up either completely or very low of water. Soil is extremely dry and dusty.,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.73376702691138,33.93722201880868
Alabama,Lee,Moderately Dry,10-20 years,Once,,2017,,Statewide,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc,erosion",,,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"increased_lawn_landscape_watering,dry_lawn,cracked_foundation",,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,change_in_wetland_bog_swamp_muskeg,,reduced_streamflow,,low_streamflow,,,,-85.37271999516646,32.64447068861684
Alabama,Talladega,Severely Dry,5-10 years,Once,,2007,,All near by counties ,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Landon watts ,,-86.16440132427432,34.26516876734565
Alabama,Houston,Moderately Dry,20 or more years,Other,"2019
2006
1996",,,"Whole county and surrounding counties 
Georgia and Florida ",,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,crop_disease,plant_stress,increased_irrigation,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,voluntary_conservation,,,,,"reduced_outdoor_water_use,dry_lawn,increased_power_bill",,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,,,,,,,Jamar Ivey,"soil_moisture_good,nonirrigated_crops_good",-85.2757618454822,31.24456489703938
Alabama,Monroe,Severely Dry,20 or more years,Never,,,,The conditions seem to be wide spread in our location.,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,Smith1,,-87.6587375941021,31.267603687641294
Alabama,Crenshaw,Severely Dry,20 or more years,Once,,,,Widespread.,,,,null,,,"Very wet spring and early summer, but very little rain since July and hardly any since August.",0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,CWL,,-86.14419126944026,31.686314915654933
Alabama,Cleburne,Moderately Dry,20 or more years,Twice or more,,,,Wide spread,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,SNAKECREEK FARM,,-85.60460704639775,33.591858826333464
Alabama,St. Clair,Severely Dry,5-10 years,Once,,2016,,Pretty much everywhere at least a 20 mile radius.,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,,,,"air_quality_dust_pollen,more_vector_borne_disease,garden_needs_more_water_or_yields_less,stress",,"reduced_outdoor_water_use,dry_lawn",,"reduced_boating_rafting,hunting_or_fishing_reduced",,"landscaping_business_down,reduced_sales,reduced_production_due_to_lack_water,more_golf_course_irrigation",,"more_fire_risk,smoke_from_distant_fire,burn_or_fireworks_bans",,,,"less_food,less_water,invasive_plant_or_animal_species,wildlife_disease_or_mortality,change_in_animal_migration,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,water_quality_change,fish_disease_or_mortality,reduced_fishery_production",,"low_streamflow,isolated_pools_with_rearing_fish,poor_fish_runs",,Bblack31,,-86.17423023380485,33.87461214198264
